"","","","","","","","","","","","","","","","","","","","","","",""
"","2016","1","2016-03","3","201610","10","42438","09","0900","ONDERNEMINGEN","BT_O_KTU_1","9","0","0","9","8","173","0","","6","1","0.88888888888889"
"","2016","1","2016-03","3","201610","10","42438","09","0900","ONDERNEMINGEN","BT_O_LH_1","20","0","0","20","20","175","0","0","6","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0900","ONDERNEMINGEN","BT_O_LH_2","1","0","0","1","1","7","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0900","ONDERNEMINGEN","BT_O_OB_1","84","1","3","81","77","719","11","0","9","0.96428571428571","0.92771084337349"
"","2016","1","2016-03","3","201610","10","42438","09","0900","ONDERNEMINGEN","BT_O_OB_2","14","0","0","14","10","818","0","","13","1","0.71428571428571"
"","2016","1","2016-03","3","201610","10","42438","09","0900","ONDERNEMINGEN","BT_O_OVERIG_1","56","0","1","55","53","494","0","0","3","0.98214285714286","0.94642857142857"
"","2016","1","2016-03","3","201610","10","42438","09","0900","ONDERNEMINGEN","BT_O_VPB_1","1","0","0","1","0","290","0","","3","1","0"
"","2016","1","2016-03","3","201610","10","42438","09","0900","PARTICULIEREN","BT_P_BEST_1","33","1","5","28","4","2463","109","0","5","0.84848484848485","0.125"
"","2016","1","2016-03","3","201610","10","42438","09","0900","PARTICULIEREN","BT_P_BETA_1","104","0","1","103","21","7867","26","0","16","0.99038461538462","0.20192307692308"
"","2016","1","2016-03","3","201610","10","42438","09","0900","PARTICULIEREN","BT_P_HUBA_1","48","0","1","47","47","372","0","0","15","0.97916666666667","0.97916666666667"
"","2016","1","2016-03","3","201610","10","42438","09","0900","PARTICULIEREN","BT_P_IB_1","476","1","19","457","30","41593","777","0","24","0.96008403361345","0.063157894736842"
"","2016","1","2016-03","3","201610","10","42438","09","0900","PARTICULIEREN","BT_P_IB_2","41","0","0","41","39","694","0","","48","1","0.95121951219512"
"","2016","1","2016-03","3","201610","10","42438","09","0900","PARTICULIEREN","BT_P_OLDV_1","8","0","0","8","0","551","0","","10","1","0"
"","2016","1","2016-03","3","201610","10","42438","09","0900","TOESLAGEN","BT_T_BETA_1","99","0","5","94","11","8707","159","0","15","0.94949494949495","0.11111111111111"
"","2016","1","2016-03","3","201610","10","42438","09","0900","TOESLAGEN","BT_T_BETA_2","15","0","0","15","15","201","0","","16","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0900","TOESLAGEN","BT_T_GRIP_1","1","0","0","1","0","34","0","","5","1","0"
"","2016","1","2016-03","3","201610","10","42438","09","0900","TOESLAGEN","BT_T_TOESLAGEN_1","184","0","5","179","26","14946","144","0","28","0.97282608695652","0.14130434782609"
"","2016","1","2016-03","3","201610","10","42438","09","0900","TOESLAGEN","BT_T_VERMOGEN_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","09","0915","AUTO","BT_A_AUTO_1","102","0","0","102","102","668","0","0","8","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0915","AUTO","BT_A_BPM_1","10","0","0","10","10","59","0","0","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0915","BO_TOESLAGEN","TT_BO_TOESL_2","18","0","0","18","0","9821","0","","17","1","0"
"","2016","1","2016-03","3","201610","10","42438","09","0915","BO_TOESLAGEN","TT_S_FRAUDE","","","","","","","","0","","",""
"","2016","1","2016-03","3","201610","10","42438","09","0915","BO_TOESLAGEN","TT_T_HUZO_1","5","0","0","4","0","2815","9","1","","0.8","0"
"","2016","1","2016-03","3","201610","10","42438","09","0915","BUITENLAND","BT_B_BUIT_1","68","1","5","63","60","580","28","0","6","0.92647058823529","0.8955223880597"
"","2016","1","2016-03","3","201610","10","42438","09","0915","BUITENLAND","BT_B_IB_2","1","0","0","1","1","9","0","","3","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0915","BUITENLAND","BT_B_TSL_1","2","0","0","2","2","23","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0915","DOUANE","BT_D_OVERIG_1","9","0","1","8","3","274","96","0","","0.88888888888889","0.33333333333333"
"","2016","1","2016-03","3","201610","10","42438","09","0915","GENERIEK","BT_G_ENGELS_1","4","0","0","4","4","57","0","","4","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0915","GENERIEK","BT_G_ERFETM_1","24","0","0","24","9","1043","0","0","13","1","0.375"
"","2016","1","2016-03","3","201610","10","42438","09","0915","GENERIEK","BT_G_GELDZAKEN_1","15","1","2","12","1","2967","383","1","","0.8","0.071428571428571"
"","2016","1","2016-03","3","201610","10","42438","09","0915","GENERIEK","BT_G_INVOR_1","8","0","0","8","1","541","0","0","7","1","0.125"
"","2016","1","2016-03","3","201610","10","42438","09","0915","GENERIEK","BT_G_SCHEIDEN_1","18","0","0","18","4","1208","0","0","8","1","0.22222222222222"
"","2016","1","2016-03","3","201610","10","42438","09","0915","GENERIEK (1 BRN)","BT_G_CAMP_1","7","0","0","7","5","141","0","0","1","1","0.71428571428571"
"","2016","1","2016-03","3","201610","10","42438","09","0915","GENERIEK (EBV)","BT_G_EBV_1","54","0","1","53","51","450","0","0","","0.98148148148148","0.94444444444444"
"","2016","1","2016-03","3","201610","10","42438","09","0915","GENERIEK (OHV)","BT_G_OHVPART_1","1","0","0","1","0","179","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","09","0915","GENERIEK (OHV)","BT_G_OHVTOE_1","1","0","0","1","0","140","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","09","0915","INTERMEDIAIRS","BT_HI_IB_1","64","0","0","64","59","930","0","0","","1","0.921875"
"","2016","1","2016-03","3","201610","10","42438","09","0915","INTERMEDIAIRS","BT_HI_OVERIG_1","90","0","4","86","65","1971","77","0","","0.95555555555556","0.72222222222222"
"","2016","1","2016-03","3","201610","10","42438","09","0915","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","6","0","1","5","3","266","0","","10","0.83333333333333","0.5"
"","2016","1","2016-03","3","201610","10","42438","09","0915","ONDERNEMINGEN","BT_O_IB_1","77","0","6","71","10","13485","430","0","28","0.92207792207792","0.12987012987013"
"","2016","1","2016-03","3","201610","10","42438","09","0915","ONDERNEMINGEN","BT_O_IB_2","16","0","1","15","1","2265","61","","17","0.9375","0.0625"
"","2016","1","2016-03","3","201610","10","42438","09","0915","ONDERNEMINGEN","BT_O_KTU_1","5","0","0","5","3","614","0","","5","1","0.6"
"","2016","1","2016-03","3","201610","10","42438","09","0915","ONDERNEMINGEN","BT_O_LH_1","19","0","3","16","7","1737","224","0","2","0.84210526315789","0.36842105263158"
"","2016","1","2016-03","3","201610","10","42438","09","0915","ONDERNEMINGEN","BT_O_LH_2","5","0","0","5","5","38","0","","5","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0915","ONDERNEMINGEN","BT_O_OB_1","97","0","8","89","20","11148","555","0","10","0.91752577319588","0.20618556701031"
"","2016","1","2016-03","3","201610","10","42438","09","0915","ONDERNEMINGEN","BT_O_OB_2","6","0","0","6","5","124","0","","8","1","0.83333333333333"
"","2016","1","2016-03","3","201610","10","42438","09","0915","ONDERNEMINGEN","BT_O_OVERIG_1","54","0","4","50","6","6804","259","0","3","0.92592592592593","0.11111111111111"
"","2016","1","2016-03","3","201610","10","42438","09","0915","ONDERNEMINGEN","BT_O_VPB_1","2","0","0","2","0","328","0","","","1","0"
"","2016","1","2016-03","3","201610","10","42438","09","0915","PARTICULIEREN","BT_P_BEST_1","23","0","3","20","2","3514","238","0","2","0.8695652173913","0.08695652173913"
"","2016","1","2016-03","3","201610","10","42438","09","0915","PARTICULIEREN","BT_P_BETA_1","110","0","3","107","24","16387","234","0","25","0.97272727272727","0.21818181818182"
"","2016","1","2016-03","3","201610","10","42438","09","0915","PARTICULIEREN","BT_P_HUBA_1","76","0","0","76","68","959","0","0","12","1","0.89473684210526"
"","2016","1","2016-03","3","201610","10","42438","09","0915","PARTICULIEREN","BT_P_IB_1","510","1","45","465","32","86422","4394","0","30","0.91176470588235","0.06286836935167"
"","2016","1","2016-03","3","201610","10","42438","09","0915","PARTICULIEREN","BT_P_IB_2","46","0","0","46","42","822","0","","53","1","0.91304347826087"
"","2016","1","2016-03","3","201610","10","42438","09","0915","PARTICULIEREN","BT_P_OLDV_1","8","0","0","8","6","179","0","","7","1","0.75"
"","2016","1","2016-03","3","201610","10","42438","09","0915","TOESLAGEN","BT_T_BETA_1","115","0","5","110","15","18887","590","0","14","0.95652173913043","0.1304347826087"
"","2016","1","2016-03","3","201610","10","42438","09","0915","TOESLAGEN","BT_T_BETA_2","10","0","0","10","10","108","0","","9","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0915","TOESLAGEN","BT_T_GRIP_1","5","0","0","5","1","329","0","","3","1","0.2"
"","2016","1","2016-03","3","201610","10","42438","09","0915","TOESLAGEN","BT_T_TOESLAGEN_1","202","0","13","189","24","30435","1296","0","24","0.93564356435644","0.11881188118812"
"","2016","1","2016-03","3","201610","10","42438","09","0915","TOESLAGEN","BT_T_VERMOGEN_1","1","0","0","1","1","18","0","","","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0915","TOESLAGEN","BT_T_WKO_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","09","0930","AUTO","BT_A_AUTO_1","82","0","1","81","81","473","0","0","6","0.98780487804878","0.98780487804878"
"","2016","1","2016-03","3","201610","10","42438","09","0930","AUTO","BT_A_BPM_1","12","0","0","12","12","80","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0930","AUTO","BT_A_HSB_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","09","0930","BO_TOESLAGEN","TT_BO_TOESL_2","18","0","1","17","0","14000","32","","15","0.94444444444444","0"
"","2016","1","2016-03","3","201610","10","42438","09","0930","BO_TOESLAGEN","TT_S_FRAUDE","1","0","0","1","0","326","0","","","1","0"
"","2016","1","2016-03","3","201610","10","42438","09","0930","BO_TOESLAGEN","TT_T_HUZO_1","3","0","0","1","0","908","21","2","","0.33333333333333","0"
"","2016","1","2016-03","3","201610","10","42438","09","0930","BUITENLAND","BT_B_BUIT_1","74","1","4","70","40","3018","9","0","4","0.94594594594595","0.54794520547945"
"","2016","1","2016-03","3","201610","10","42438","09","0930","BUITENLAND","BT_B_IB_2","7","0","0","7","5","157","0","","6","1","0.71428571428571"
"","2016","1","2016-03","3","201610","10","42438","09","0930","BUITENLAND","BT_B_OND_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","09","0930","BUITENLAND","BT_B_TSL_1","1","0","0","1","0","36","0","","2","1","0"
"","2016","1","2016-03","3","201610","10","42438","09","0930","DOUANE","BT_D_OVERIG_1","8","0","1","7","5","367","53","0","2","0.875","0.625"
"","2016","1","2016-03","3","201610","10","42438","09","0930","GENERIEK","BT_G_ENGELS_1","6","0","0","6","4","123","0","","6","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","09","0930","GENERIEK","BT_G_ERFETM_1","26","0","0","26","14","958","0","0","16","1","0.53846153846154"
"","2016","1","2016-03","3","201610","10","42438","09","0930","GENERIEK","BT_G_GELDZAKEN_1","17","1","2","15","4","1033","23","0","","0.88235294117647","0.25"
"","2016","1","2016-03","3","201610","10","42438","09","0930","GENERIEK","BT_G_INVOR_1","16","0","0","16","8","574","0","0","14","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","09","0930","GENERIEK","BT_G_SCHEIDEN_1","12","0","0","12","4","908","0","0","10","1","0.33333333333333"
"","2016","1","2016-03","3","201610","10","42438","09","0930","GENERIEK (1 BRN)","BT_G_CAMP_1","5","0","0","5","4","79","0","0","","1","0.8"
"","2016","1","2016-03","3","201610","10","42438","09","0930","GENERIEK (BEL ONS)","BT_G_BELONS_1","1","0","0","1","1","3","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0930","GENERIEK (EBV)","BT_G_EBV_1","77","0","4","73","7","11379","349","0","","0.94805194805195","0.090909090909091"
"","2016","1","2016-03","3","201610","10","42438","09","0930","GENERIEK (OHV)","BT_G_OHVAUTO_1","2","0","0","2","2","10","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0930","GENERIEK (OHV)","BT_G_OHVTOE_1","1","0","0","1","0","277","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","09","0930","INTERMEDIAIRS","BT_HI_IB_1","66","0","0","66","59","1034","0","0","","1","0.89393939393939"
"","2016","1","2016-03","3","201610","10","42438","09","0930","INTERMEDIAIRS","BT_HI_OVERIG_1","104","0","1","103","91","1788","0","0","","0.99038461538462","0.875"
"","2016","1","2016-03","3","201610","10","42438","09","0930","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","9","0","0","9","3","917","0","","2","1","0.33333333333333"
"","2016","1","2016-03","3","201610","10","42438","09","0930","ONDERNEMINGEN","BT_O_IB_1","70","1","7","63","9","12662","737","0","22","0.9","0.1304347826087"
"","2016","1","2016-03","3","201610","10","42438","09","0930","ONDERNEMINGEN","BT_O_IB_2","20","0","0","20","0","10900","0","","18","1","0"
"","2016","1","2016-03","3","201610","10","42438","09","0930","ONDERNEMINGEN","BT_O_KTU_1","7","0","0","7","1","426","0","","9","1","0.14285714285714"
"","2016","1","2016-03","3","201610","10","42438","09","0930","ONDERNEMINGEN","BT_O_LH_1","21","0","3","18","4","2657","122","0","8","0.85714285714286","0.19047619047619"
"","2016","1","2016-03","3","201610","10","42438","09","0930","ONDERNEMINGEN","BT_O_LH_2","5","0","0","5","5","47","0","","5","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0930","ONDERNEMINGEN","BT_O_OB_1","90","1","3","87","9","15347","153","0","7","0.96666666666667","0.10112359550562"
"","2016","1","2016-03","3","201610","10","42438","09","0930","ONDERNEMINGEN","BT_O_OB_2","13","0","0","13","13","143","0","","12","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0930","ONDERNEMINGEN","BT_O_OVERIG_1","53","1","4","49","6","8525","394","0","5","0.92452830188679","0.11538461538462"
"","2016","1","2016-03","3","201610","10","42438","09","0930","ONDERNEMINGEN","BT_O_VPB_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","09","0930","PARTICULIEREN","BT_P_BEST_1","30","0","10","20","3","4936","1623","0","2","0.66666666666667","0.1"
"","2016","1","2016-03","3","201610","10","42438","09","0930","PARTICULIEREN","BT_P_BETA_1","106","0","8","98","21","22685","1356","0","24","0.92452830188679","0.19811320754717"
"","2016","1","2016-03","3","201610","10","42438","09","0930","PARTICULIEREN","BT_P_HUBA_1","86","0","1","85","19","10434","36","0","16","0.98837209302326","0.22093023255814"
"","2016","1","2016-03","3","201610","10","42438","09","0930","PARTICULIEREN","BT_P_IB_1","553","1","60","493","25","134453","8420","0","29","0.89150090415913","0.045289855072464"
"","2016","1","2016-03","3","201610","10","42438","09","0930","PARTICULIEREN","BT_P_IB_2","58","0","2","56","53","890","6","","56","0.96551724137931","0.91379310344828"
"","2016","1","2016-03","3","201610","10","42438","09","0930","PARTICULIEREN","BT_P_OLDV_1","13","0","1","12","5","414","0","","14","0.92307692307692","0.38461538461538"
"","2016","1","2016-03","3","201610","10","42438","09","0930","TOESLAGEN","BT_T_BETA_1","117","0","9","108","11","26933","1514","0","9","0.92307692307692","0.094017094017094"
"","2016","1","2016-03","3","201610","10","42438","09","0930","TOESLAGEN","BT_T_BETA_2","10","0","0","10","10","101","0","","15","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0930","TOESLAGEN","BT_T_GRIP_1","5","0","0","5","2","294","0","","3","1","0.4"
"","2016","1","2016-03","3","201610","10","42438","09","0930","TOESLAGEN","BT_T_TOESLAGEN_1","186","0","19","167","21","40289","2552","0","26","0.89784946236559","0.11290322580645"
"","2016","1","2016-03","3","201610","10","42438","09","0930","TOESLAGEN","BT_T_VERMOGEN_1","1","0","0","1","1","9","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0930","TOESLAGEN","BT_T_WKO_1","1","0","0","1","0","32","0","","","1","0"
"","2016","1","2016-03","3","201610","10","42438","09","0945","AUTO","BT_A_AUTO_1","108","0","1","107","70","2607","39","0","16","0.99074074074074","0.64814814814815"
"","2016","1","2016-03","3","201610","10","42438","09","0945","AUTO","BT_A_BPM_1","4","0","0","4","3","75","0","0","1","1","0.75"
"","2016","1","2016-03","3","201610","10","42438","09","0945","AUTO","BT_A_VRACHT_1","3","0","0","3","1","118","0","0","","1","0.33333333333333"
"","2016","1","2016-03","3","201610","10","42438","09","0945","BO_TOESLAGEN","TT_BO_TOESL_2","9","0","1","8","0","8060","871","","8","0.88888888888889","0"
"","2016","1","2016-03","3","201610","10","42438","09","0945","BO_TOESLAGEN","TT_T_HUZO_1","6","2","3","2","0","1944","1631","1","","0.33333333333333","0"
"","2016","1","2016-03","3","201610","10","42438","09","0945","BUITENLAND","BT_B_BUIT_1","74","1","7","67","5","6520","233","0","8","0.90540540540541","0.068493150684932"
"","2016","1","2016-03","3","201610","10","42438","09","0945","BUITENLAND","BT_B_IB_2","2","0","0","2","1","39","0","","1","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","09","0945","BUITENLAND","BT_B_OND_1","1","0","0","1","1","30","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0945","BUITENLAND","BT_B_TSL_1","1","0","0","1","1","24","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","09","0945","DOUANE","BT_D_OVERIG_1","17","1","3","14","4","1130","26","0","","0.82352941176471","0.25"
"","2016","1","2016-03","3","201610","10","42438","09","0945","GENERIEK","BT_G_ENGELS_1","7","0","0","7","5","155","0","","7","1","0.71428571428571"
"","2016","1","2016-03","3","201610","10","42438","09","0945","GENERIEK","BT_G_ERFETM_1","28","0","0","28","14","1013","0","0","24","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","09","0945","GENERIEK","BT_G_GELDZAKEN_1","22","0","1","21","11","1379","77","0","","0.95454545454545","0.5"
"","2016","1","2016-03","3","201610","10","42438","09","0945","GENERIEK","BT_G_INVOR_1","20","0","0","20","5","917","0","0","10","1","0.25"
